review_id,category,verified_purchase,stars,review_text
R0006811,beauty,0,5,Surprisingly good. The texture exceeded my expectations.
R0006812,fitness,1,4,Five stars. Easy to use and the sweat is solid.
R0006813,electronics,1,5,Surprisingly good. The sound quality exceeded my expectations.
R0006814,fitness,1,5,Great value. Fast shipping and the grip is excellent.
R0006815,pet,1,5,Love it — my cat is great and it works as expected.
R0006816,home,1,3,It’s okay. The assembly is fine but nothing special.
R0006817,pet,1,5,Great value. Fast shipping and the taste is excellent.
R0006818,fitness,0,3,Average. The fit meets the basics.
R0006819,home,1,5,Five stars. Easy to use and the instructions is solid.
R0006820,pet,1,4,Love it — my dog is great and it works as expected.
R0006821,home,1,4,Surprisingly good. The delivery exceeded my expectations.
R0006822,electronics,0,4,Great value. Fast shipping and the charging is excellent.
R0006823,fitness,1,5,Love it — durable is great and it works as expected.
R0006824,beauty,0,5,Surprisingly good. The hydrating exceeded my expectations.
R0006825,beauty,1,4,Five stars. Easy to use and the skin is solid.
R0006826,beauty,0,2,Not worth it. The irritation failed after a week.
R0006827,beauty,0,5,Five stars. Easy to use and the texture is solid.
R0006828,beauty,0,4,Love it — scent is great and it works as expected.
R0006829,pet,1,5,Great value. Fast shipping and the my dog is excellent.
R0006830,fitness,1,5,Surprisingly good. The sweat exceeded my expectations.
R0006831,electronics,1,4,Great value. Fast shipping and the screen is excellent.
R0006832,electronics,0,2,Disappointed — the charging is not good and support was unhelpful.
R0006833,pet,1,3,It’s okay. The my dog is fine but nothing special.
R0006834,electronics,0,5,Surprisingly good. The screen exceeded my expectations.
R0006835,home,1,3,It’s okay. The size is fine but nothing special.
R0006836,electronics,1,4,Love it — bluetooth is great and it works as expected.
R0006837,home,1,5,Surprisingly good. The assembly exceeded my expectations.
R0006838,beauty,1,1,One star. The hydrating was misleading in the description.
R0006839,electronics,0,3,Decent overall. The setup could be better.
R0006840,electronics,1,4,Love it — sound quality is great and it works as expected.
R0006841,home,0,4,Five stars. Easy to use and the delivery is solid.
R0006842,electronics,1,5,Great value. Fast shipping and the bluetooth is excellent.
R0006843,fitness,0,1,Disappointed — the workout is not good and support was unhelpful.
R0006844,home,1,5,Great value. Fast shipping and the size is excellent.
R0006845,fitness,0,4,Love it — comfort is great and it works as expected.
R0006846,electronics,1,4,Love it — bluetooth is great and it works as expected.
R0006847,electronics,1,5,Love it — battery life is great and it works as expected.
R0006848,beauty,1,5,Surprisingly good. The texture exceeded my expectations.
R0006849,electronics,0,1,Disappointed — the screen is not good and support was unhelpful.
R0006850,electronics,0,4,Five stars. Easy to use and the setup is solid.
R0006851,electronics,1,4,Five stars. Easy to use and the bluetooth is solid.
R0006852,fitness,1,5,Love it — grip is great and it works as expected.
R0006853,beauty,1,5,Five stars. Easy to use and the scent is solid.
R0006854,home,1,5,Five stars. Easy to use and the size is solid.
R0006855,beauty,1,1,Disappointed — the scent is not good and support was unhelpful.
R0006856,electronics,1,5,Love it — charging is great and it works as expected.
R0006857,electronics,1,4,Five stars. Easy to use and the setup is solid.
R0006858,fitness,1,5,Surprisingly good. The grip exceeded my expectations.
R0006859,home,0,3,Average. The size meets the basics.
R0006860,beauty,0,3,Decent overall. The skin could be better.
R0006861,beauty,1,4,Love it — skin is great and it works as expected.
R0006862,electronics,1,2,Poor quality. The charging is frustrating to deal with.
R0006863,pet,0,4,Great value. Fast shipping and the my cat is excellent.
R0006864,fitness,1,3,Average. The grip meets the basics.
R0006865,pet,1,4,Five stars. Easy to use and the training is solid.
R0006866,fitness,1,5,Five stars. Easy to use and the fit is solid.
R0006867,electronics,0,5,Great value. Fast shipping and the bluetooth is excellent.
R0006868,electronics,1,5,Five stars. Easy to use and the sound quality is solid.
R0006869,electronics,0,3,It’s okay. The bluetooth is fine but nothing special.
R0006870,electronics,1,5,Five stars. Easy to use and the sound quality is solid.
R0006871,pet,1,3,It’s okay. The ingredients is fine but nothing special.
R0006872,pet,1,5,Love it — ingredients is great and it works as expected.
R0006873,home,1,1,Poor quality. The size is frustrating to deal with.
R0006874,home,0,2,Disappointed — the instructions is not good and support was unhelpful.
R0006875,electronics,1,3,It’s okay. The bluetooth is fine but nothing special.
R0006876,home,0,3,It’s okay. The size is fine but nothing special.
R0006877,pet,1,5,Surprisingly good. The my cat exceeded my expectations.
R0006878,beauty,1,5,Great value. Fast shipping and the scent is excellent.
R0006879,fitness,1,5,Great value. Fast shipping and the sweat is excellent.
R0006880,electronics,1,4,Love it — screen is great and it works as expected.
R0006881,pet,1,3,It’s okay. The my dog is fine but nothing special.
R0006882,pet,1,3,It’s okay. The ingredients is fine but nothing special.
R0006883,electronics,1,4,Five stars. Easy to use and the battery life is solid.
R0006884,home,0,5,Great value. Fast shipping and the size is excellent.
R0006885,electronics,1,4,Great value. Fast shipping and the setup is excellent.
R0006886,electronics,1,4,Surprisingly good. The sound quality exceeded my expectations.
R0006887,beauty,1,4,Great value. Fast shipping and the skin is excellent.
R0006888,fitness,0,5,Five stars. Easy to use and the comfort is solid.
R0006889,electronics,1,4,Five stars. Easy to use and the battery life is solid.
R0006890,fitness,1,4,Love it — fit is great and it works as expected.
R0006891,electronics,1,3,Decent overall. The bluetooth could be better.
R0006892,electronics,1,5,Five stars. Easy to use and the screen is solid.
R0006893,fitness,1,2,Disappointed — the durable is not good and support was unhelpful.
R0006894,pet,0,1,Disappointed — the my cat is not good and support was unhelpful.
R0006895,home,1,5,Great value. Fast shipping and the delivery is excellent.
R0006896,beauty,1,3,It’s okay. The skin is fine but nothing special.
R0006897,fitness,1,4,Surprisingly good. The durable exceeded my expectations.
R0006898,pet,1,3,Decent overall. The my dog could be better.
R0006899,pet,1,2,One star. The ingredients was misleading in the description.
R0006900,electronics,1,3,It’s okay. The setup is fine but nothing special.
R0006901,electronics,1,4,Surprisingly good. The battery life exceeded my expectations.
R0006902,home,1,3,Average. The delivery meets the basics.
R0006903,electronics,1,5,Love it — charging is great and it works as expected.
R0006904,home,1,4,Surprisingly good. The packaging exceeded my expectations.
R0006905,home,0,5,Great value. Fast shipping and the size is excellent.
R0006906,home,1,5,Surprisingly good. The delivery exceeded my expectations.
R0006907,pet,1,5,Five stars. Easy to use and the my cat is solid.
R0006908,electronics,1,5,Five stars. Easy to use and the sound quality is solid.
R0006909,home,0,4,Five stars. Easy to use and the assembly is solid.
R0006910,home,1,4,Surprisingly good. The packaging exceeded my expectations.
R0006911,home,1,5,Love it — packaging is great and it works as expected.
R0006912,fitness,1,4,Five stars. Easy to use and the comfort is solid.
R0006913,pet,1,2,Disappointed — the taste is not good and support was unhelpful.
R0006914,electronics,1,5,Great value. Fast shipping and the setup is excellent.
R0006915,electronics,1,4,Five stars. Easy to use and the setup is solid.
R0006916,fitness,1,5,Surprisingly good. The fit exceeded my expectations.
R0006917,electronics,0,5,Surprisingly good. The bluetooth exceeded my expectations.
R0006918,home,1,5,Great value. Fast shipping and the delivery is excellent.
R0006919,electronics,1,4,Surprisingly good. The setup exceeded my expectations.
R0006920,home,1,1,Disappointed — the delivery is not good and support was unhelpful.
R0006921,electronics,0,3,It’s okay. The sound quality is fine but nothing special.
R0006922,fitness,1,5,Great value. Fast shipping and the comfort is excellent.
R0006923,pet,0,3,Average. The ingredients meets the basics.
R0006924,home,1,2,One star. The delivery was misleading in the description.
R0006925,electronics,1,4,Surprisingly good. The charging exceeded my expectations.
R0006926,electronics,1,2,Not worth it. The sound quality failed after a week.
R0006927,fitness,1,5,Love it — fit is great and it works as expected.
R0006928,home,1,2,Not worth it. The instructions failed after a week.
R0006929,fitness,0,5,Love it — fit is great and it works as expected.
R0006930,fitness,0,1,Poor quality. The comfort is frustrating to deal with.
R0006931,pet,0,5,Five stars. Easy to use and the smell is solid.
R0006932,electronics,1,5,Great value. Fast shipping and the bluetooth is excellent.
R0006933,pet,1,5,Great value. Fast shipping and the smell is excellent.
R0006934,home,1,4,Great value. Fast shipping and the instructions is excellent.
R0006935,home,1,4,Five stars. Easy to use and the size is solid.
R0006936,home,1,5,Great value. Fast shipping and the assembly is excellent.
R0006937,electronics,1,4,Great value. Fast shipping and the setup is excellent.
R0006938,electronics,1,1,One star. The charging was misleading in the description.
R0006939,electronics,0,5,Five stars. Easy to use and the setup is solid.
R0006940,electronics,1,5,Five stars. Easy to use and the charging is solid.
R0006941,home,1,5,Great value. Fast shipping and the packaging is excellent.
R0006942,fitness,1,3,It’s okay. The fit is fine but nothing special.
R0006943,fitness,1,3,Average. The grip meets the basics.
R0006944,home,1,5,Surprisingly good. The packaging exceeded my expectations.
R0006945,home,1,4,Love it — quality is great and it works as expected.
R0006946,beauty,0,5,Great value. Fast shipping and the skin is excellent.
R0006947,pet,0,5,Love it — my dog is great and it works as expected.
R0006948,pet,0,1,Disappointed — the my dog is not good and support was unhelpful.
R0006949,fitness,0,4,Great value. Fast shipping and the grip is excellent.
R0006950,electronics,0,4,Surprisingly good. The battery life exceeded my expectations.
R0006951,fitness,1,5,Five stars. Easy to use and the fit is solid.
R0006952,electronics,1,5,Great value. Fast shipping and the bluetooth is excellent.
R0006953,fitness,1,5,Five stars. Easy to use and the comfort is solid.
R0006954,pet,1,5,Great value. Fast shipping and the taste is excellent.
R0006955,electronics,0,1,Not worth it. The battery life failed after a week.
R0006956,electronics,1,3,Decent overall. The screen could be better.
R0006957,beauty,1,2,One star. The skin was misleading in the description.
R0006958,home,1,5,Great value. Fast shipping and the assembly is excellent.
R0006959,beauty,1,4,Surprisingly good. The skin exceeded my expectations.
R0006960,electronics,1,5,Five stars. Easy to use and the setup is solid.
R0006961,fitness,1,5,Great value. Fast shipping and the grip is excellent.
R0006962,pet,1,4,Five stars. Easy to use and the taste is solid.
R0006963,beauty,1,5,Five stars. Easy to use and the texture is solid.
R0006964,beauty,0,4,Love it — value is great and it works as expected.
R0006965,beauty,1,5,Love it — skin is great and it works as expected.
R0006966,home,1,4,Surprisingly good. The delivery exceeded my expectations.
R0006967,fitness,0,2,Not worth it. The comfort failed after a week.
R0006968,pet,1,5,Surprisingly good. The ingredients exceeded my expectations.
R0006969,home,1,5,Five stars. Easy to use and the assembly is solid.
R0006970,home,1,3,Average. The instructions meets the basics.
R0006971,fitness,1,3,Decent overall. The workout could be better.
R0006972,electronics,0,3,Decent overall. The bluetooth could be better.
R0006973,beauty,1,5,Love it — irritation is great and it works as expected.
R0006974,home,0,2,Poor quality. The size is frustrating to deal with.
R0006975,beauty,1,5,Love it — texture is great and it works as expected.
R0006976,electronics,0,1,One star. The battery life was misleading in the description.
R0006977,fitness,1,3,It’s okay. The durable is fine but nothing special.
R0006978,pet,1,5,Five stars. Easy to use and the ingredients is solid.
R0006979,home,0,5,Five stars. Easy to use and the assembly is solid.
R0006980,beauty,0,2,Not worth it. The irritation failed after a week.
R0006981,home,1,4,Surprisingly good. The instructions exceeded my expectations.
R0006982,electronics,1,4,Love it — sound quality is great and it works as expected.
R0006983,pet,0,4,Great value. Fast shipping and the training is excellent.
R0006984,electronics,0,4,Love it — charging is great and it works as expected.
R0006985,pet,1,4,Great value. Fast shipping and the ingredients is excellent.
R0006986,pet,1,1,One star. The training was misleading in the description.
R0006987,fitness,1,4,Surprisingly good. The fit exceeded my expectations.
R0006988,beauty,1,5,Great value. Fast shipping and the hydrating is excellent.
R0006989,electronics,1,5,Surprisingly good. The screen exceeded my expectations.
R0006990,beauty,1,4,Five stars. Easy to use and the skin is solid.
R0006991,beauty,1,5,Great value. Fast shipping and the value is excellent.
R0006992,pet,1,5,Five stars. Easy to use and the my cat is solid.
R0006993,home,1,4,Love it — assembly is great and it works as expected.
R0006994,home,0,5,Surprisingly good. The delivery exceeded my expectations.
R0006995,home,0,5,Love it — delivery is great and it works as expected.
R0006996,home,0,5,Surprisingly good. The delivery exceeded my expectations.
R0006997,home,0,5,Great value. Fast shipping and the size is excellent.
R0006998,pet,0,5,Five stars. Easy to use and the training is solid.
R0006999,home,1,5,Great value. Fast shipping and the packaging is excellent.
R0007000,pet,0,4,Love it — ingredients is great and it works as expected.
R0007001,electronics,1,4,Love it — charging is great and it works as expected.
R0007002,home,0,4,Five stars. Easy to use and the instructions is solid.
R0007003,home,0,5,Surprisingly good. The quality exceeded my expectations.
R0007004,electronics,1,4,Love it — setup is great and it works as expected.
R0007005,electronics,0,4,Love it — setup is great and it works as expected.
R0007006,pet,1,5,Surprisingly good. The smell exceeded my expectations.
R0007007,home,1,5,Love it — size is great and it works as expected.
R0007008,home,1,4,Surprisingly good. The quality exceeded my expectations.
R0007009,electronics,1,4,Surprisingly good. The bluetooth exceeded my expectations.
R0007010,pet,1,5,Surprisingly good. The training exceeded my expectations.
R0007011,pet,1,2,Not worth it. The my cat failed after a week.
R0007012,electronics,0,1,Not worth it. The sound quality failed after a week.
R0007013,electronics,0,2,Poor quality. The charging is frustrating to deal with.
R0007014,electronics,1,5,Surprisingly good. The setup exceeded my expectations.
R0007015,pet,0,4,Surprisingly good. The taste exceeded my expectations.
R0007016,beauty,1,4,Five stars. Easy to use and the texture is solid.
R0007017,fitness,1,5,Five stars. Easy to use and the comfort is solid.
R0007018,fitness,1,5,Love it — sweat is great and it works as expected.
R0007019,pet,1,5,Surprisingly good. The ingredients exceeded my expectations.
R0007020,fitness,1,5,Five stars. Easy to use and the workout is solid.
R0007021,pet,0,5,Surprisingly good. The training exceeded my expectations.
R0007022,electronics,1,1,One star. The battery life was misleading in the description.
R0007023,fitness,1,5,Five stars. Easy to use and the workout is solid.
R0007024,fitness,1,5,Love it — comfort is great and it works as expected.
R0007025,beauty,1,3,Average. The irritation meets the basics.
R0007026,beauty,0,5,Love it — skin is great and it works as expected.
R0007027,home,1,2,Not worth it. The quality failed after a week.
R0007028,fitness,1,4,Great value. Fast shipping and the workout is excellent.
R0007029,electronics,1,5,Great value. Fast shipping and the screen is excellent.
R0007030,home,1,5,Great value. Fast shipping and the quality is excellent.
R0007031,electronics,0,4,Five stars. Easy to use and the sound quality is solid.
R0007032,pet,1,5,Five stars. Easy to use and the training is solid.
R0007033,beauty,1,5,Love it — value is great and it works as expected.
R0007034,fitness,1,4,Love it — comfort is great and it works as expected.
R0007035,electronics,0,2,Disappointed — the setup is not good and support was unhelpful.
R0007036,home,1,5,Great value. Fast shipping and the size is excellent.
R0007037,electronics,1,5,Great value. Fast shipping and the charging is excellent.
R0007038,beauty,1,4,Surprisingly good. The irritation exceeded my expectations.
R0007039,pet,1,2,Disappointed — the training is not good and support was unhelpful.
R0007040,home,1,4,Five stars. Easy to use and the quality is solid.
R0007041,pet,0,3,Decent overall. The taste could be better.
R0007042,home,1,4,Love it — packaging is great and it works as expected.
R0007043,home,1,5,Love it — size is great and it works as expected.
R0007044,pet,1,2,Disappointed — the my cat is not good and support was unhelpful.
R0007045,fitness,1,4,Five stars. Easy to use and the fit is solid.
R0007046,electronics,1,3,Average. The charging meets the basics.
R0007047,beauty,1,5,Surprisingly good. The texture exceeded my expectations.
R0007048,fitness,0,5,Surprisingly good. The sweat exceeded my expectations.
R0007049,electronics,0,5,Surprisingly good. The battery life exceeded my expectations.
R0007050,home,1,5,Surprisingly good. The size exceeded my expectations.
R0007051,pet,0,5,Five stars. Easy to use and the taste is solid.
R0007052,fitness,0,4,Surprisingly good. The grip exceeded my expectations.
R0007053,home,1,5,Five stars. Easy to use and the assembly is solid.
R0007054,fitness,0,5,Surprisingly good. The grip exceeded my expectations.
R0007055,pet,0,2,Disappointed — the my cat is not good and support was unhelpful.
R0007056,electronics,1,1,One star. The battery life was misleading in the description.
R0007057,beauty,1,5,Five stars. Easy to use and the texture is solid.
R0007058,electronics,1,5,Great value. Fast shipping and the screen is excellent.
R0007059,beauty,1,4,Great value. Fast shipping and the texture is excellent.
R0007060,home,1,4,Surprisingly good. The assembly exceeded my expectations.
R0007061,home,1,4,Great value. Fast shipping and the quality is excellent.
R0007062,home,1,5,Great value. Fast shipping and the packaging is excellent.
R0007063,home,1,4,Five stars. Easy to use and the packaging is solid.
R0007064,beauty,1,5,Surprisingly good. The skin exceeded my expectations.
R0007065,beauty,1,5,Love it — irritation is great and it works as expected.
R0007066,electronics,1,5,Great value. Fast shipping and the battery life is excellent.
R0007067,pet,1,5,Surprisingly good. The my dog exceeded my expectations.
R0007068,home,0,3,Average. The size meets the basics.
R0007069,home,1,5,Great value. Fast shipping and the packaging is excellent.
R0007070,electronics,1,5,Surprisingly good. The battery life exceeded my expectations.
R0007071,home,1,5,Five stars. Easy to use and the assembly is solid.
R0007072,electronics,1,5,Surprisingly good. The sound quality exceeded my expectations.
R0007073,electronics,1,4,Surprisingly good. The bluetooth exceeded my expectations.
R0007074,pet,1,5,Great value. Fast shipping and the smell is excellent.
R0007075,fitness,1,1,Disappointed — the sweat is not good and support was unhelpful.
R0007076,electronics,1,3,Decent overall. The battery life could be better.
R0007077,home,1,5,Surprisingly good. The delivery exceeded my expectations.
R0007078,electronics,1,5,Five stars. Easy to use and the screen is solid.
R0007079,fitness,0,5,Great value. Fast shipping and the grip is excellent.
R0007080,beauty,0,2,Not worth it. The value failed after a week.
R0007081,beauty,1,5,Great value. Fast shipping and the irritation is excellent.
R0007082,beauty,0,3,It’s okay. The skin is fine but nothing special.
R0007083,beauty,1,4,Great value. Fast shipping and the value is excellent.
R0007084,electronics,1,5,Great value. Fast shipping and the screen is excellent.
R0007085,home,1,5,Love it — size is great and it works as expected.
R0007086,beauty,0,5,Great value. Fast shipping and the irritation is excellent.
R0007087,home,1,4,Great value. Fast shipping and the assembly is excellent.
R0007088,home,1,5,Great value. Fast shipping and the assembly is excellent.
R0007089,beauty,0,5,Great value. Fast shipping and the texture is excellent.
R0007090,pet,1,5,Love it — taste is great and it works as expected.
R0007091,beauty,1,2,One star. The skin was misleading in the description.
R0007092,beauty,1,1,Poor quality. The skin is frustrating to deal with.
R0007093,electronics,0,5,Surprisingly good. The battery life exceeded my expectations.
R0007094,pet,0,4,Love it — ingredients is great and it works as expected.
R0007095,fitness,1,4,Surprisingly good. The durable exceeded my expectations.
R0007096,home,1,5,Love it — quality is great and it works as expected.
R0007097,home,1,4,Surprisingly good. The quality exceeded my expectations.
R0007098,pet,1,5,Five stars. Easy to use and the training is solid.
R0007099,pet,1,3,Average. The taste meets the basics.
R0007100,pet,1,4,Great value. Fast shipping and the ingredients is excellent.
R0007101,home,0,3,Decent overall. The delivery could be better.
R0007102,fitness,1,4,Great value. Fast shipping and the fit is excellent.
R0007103,electronics,1,4,Surprisingly good. The charging exceeded my expectations.
R0007104,fitness,1,3,It’s okay. The durable is fine but nothing special.
R0007105,pet,1,5,Five stars. Easy to use and the taste is solid.
R0007106,electronics,1,5,Great value. Fast shipping and the sound quality is excellent.
R0007107,electronics,0,3,Average. The charging meets the basics.
R0007108,home,1,5,Love it — packaging is great and it works as expected.
R0007109,electronics,1,5,Five stars. Easy to use and the setup is solid.
R0007110,electronics,0,3,Average. The bluetooth meets the basics.
R0007111,home,0,5,Surprisingly good. The instructions exceeded my expectations.
R0007112,electronics,1,4,Surprisingly good. The setup exceeded my expectations.
R0007113,electronics,1,2,Poor quality. The battery life is frustrating to deal with.
R0007114,home,1,1,Disappointed — the assembly is not good and support was unhelpful.
R0007115,beauty,1,2,One star. The irritation was misleading in the description.
R0007116,beauty,1,3,It’s okay. The hydrating is fine but nothing special.
R0007117,electronics,1,5,Great value. Fast shipping and the battery life is excellent.
R0007118,beauty,0,4,Five stars. Easy to use and the skin is solid.
R0007119,beauty,1,5,Surprisingly good. The texture exceeded my expectations.
R0007120,fitness,1,5,Love it — workout is great and it works as expected.
R0007121,fitness,1,3,Average. The durable meets the basics.
R0007122,fitness,1,3,It’s okay. The grip is fine but nothing special.
R0007123,fitness,1,5,Surprisingly good. The fit exceeded my expectations.
R0007124,home,0,5,Great value. Fast shipping and the quality is excellent.
R0007125,electronics,1,4,Love it — sound quality is great and it works as expected.
R0007126,home,1,5,Surprisingly good. The instructions exceeded my expectations.
R0007127,electronics,1,5,Surprisingly good. The bluetooth exceeded my expectations.
R0007128,home,1,1,Not worth it. The packaging failed after a week.
R0007129,home,1,2,One star. The quality was misleading in the description.
R0007130,pet,1,5,Surprisingly good. The ingredients exceeded my expectations.
R0007131,electronics,1,4,Five stars. Easy to use and the battery life is solid.
R0007132,pet,1,4,Five stars. Easy to use and the ingredients is solid.
R0007133,home,0,5,Great value. Fast shipping and the instructions is excellent.
R0007134,electronics,1,2,One star. The bluetooth was misleading in the description.
R0007135,beauty,1,5,Surprisingly good. The hydrating exceeded my expectations.
R0007136,fitness,1,4,Five stars. Easy to use and the fit is solid.
R0007137,fitness,1,4,Love it — durable is great and it works as expected.
R0007138,home,1,4,Great value. Fast shipping and the delivery is excellent.
R0007139,home,1,4,Five stars. Easy to use and the delivery is solid.
R0007140,beauty,0,4,Love it — value is great and it works as expected.
R0007141,fitness,1,4,Love it — durable is great and it works as expected.
R0007142,fitness,1,4,Love it — sweat is great and it works as expected.
R0007143,home,1,4,Love it — instructions is great and it works as expected.
R0007144,electronics,0,5,Five stars. Easy to use and the charging is solid.
R0007145,beauty,1,5,Love it — irritation is great and it works as expected.
R0007146,home,0,5,Great value. Fast shipping and the instructions is excellent.
R0007147,beauty,0,5,Love it — scent is great and it works as expected.
R0007148,fitness,1,5,Love it — grip is great and it works as expected.
R0007149,beauty,1,3,Average. The texture meets the basics.
R0007150,home,0,3,Average. The packaging meets the basics.
R0007151,fitness,1,3,Decent overall. The sweat could be better.
R0007152,electronics,1,3,It’s okay. The charging is fine but nothing special.
R0007153,electronics,0,5,Great value. Fast shipping and the bluetooth is excellent.
R0007154,electronics,1,3,It’s okay. The bluetooth is fine but nothing special.
R0007155,beauty,1,4,Great value. Fast shipping and the texture is excellent.
R0007156,fitness,1,1,Disappointed — the grip is not good and support was unhelpful.
R0007157,beauty,1,5,Five stars. Easy to use and the value is solid.
R0007158,fitness,1,3,Decent overall. The comfort could be better.
R0007159,electronics,1,5,Five stars. Easy to use and the screen is solid.
R0007160,electronics,0,4,Surprisingly good. The sound quality exceeded my expectations.
R0007161,beauty,1,4,Surprisingly good. The scent exceeded my expectations.
R0007162,home,1,1,Disappointed — the assembly is not good and support was unhelpful.
R0007163,pet,0,4,Love it — my dog is great and it works as expected.
R0007164,home,0,5,Great value. Fast shipping and the quality is excellent.
R0007165,beauty,1,5,Love it — scent is great and it works as expected.
R0007166,beauty,1,3,Decent overall. The value could be better.
R0007167,beauty,1,5,Five stars. Easy to use and the skin is solid.
R0007168,home,0,4,Love it — quality is great and it works as expected.
R0007169,pet,1,5,Surprisingly good. The taste exceeded my expectations.
R0007170,pet,0,4,Great value. Fast shipping and the my dog is excellent.
R0007171,electronics,1,4,Surprisingly good. The setup exceeded my expectations.
R0007172,beauty,1,5,Surprisingly good. The texture exceeded my expectations.
R0007173,home,1,5,Love it — size is great and it works as expected.
R0007174,fitness,1,3,Decent overall. The durable could be better.
R0007175,beauty,0,5,Surprisingly good. The irritation exceeded my expectations.
R0007176,pet,1,4,Five stars. Easy to use and the smell is solid.
R0007177,fitness,1,3,Decent overall. The durable could be better.
R0007178,home,1,2,Poor quality. The instructions is frustrating to deal with.
R0007179,electronics,1,3,Decent overall. The charging could be better.
R0007180,beauty,1,5,Love it — hydrating is great and it works as expected.
R0007181,electronics,1,5,Surprisingly good. The charging exceeded my expectations.
R0007182,fitness,0,5,Great value. Fast shipping and the durable is excellent.
R0007183,pet,0,5,Five stars. Easy to use and the training is solid.
R0007184,beauty,1,3,It’s okay. The texture is fine but nothing special.
R0007185,pet,1,1,Not worth it. The smell failed after a week.
R0007186,home,1,4,Great value. Fast shipping and the delivery is excellent.
R0007187,fitness,1,4,Five stars. Easy to use and the fit is solid.
R0007188,beauty,1,1,Not worth it. The value failed after a week.
R0007189,pet,0,4,Surprisingly good. The my dog exceeded my expectations.
R0007190,fitness,1,2,Not worth it. The durable failed after a week.
R0007191,electronics,1,1,Disappointed — the bluetooth is not good and support was unhelpful.
R0007192,home,1,4,Great value. Fast shipping and the instructions is excellent.
R0007193,beauty,1,5,Surprisingly good. The skin exceeded my expectations.
R0007194,fitness,1,3,It’s okay. The durable is fine but nothing special.
R0007195,home,1,5,Five stars. Easy to use and the packaging is solid.
R0007196,fitness,1,5,Surprisingly good. The durable exceeded my expectations.
R0007197,electronics,1,5,Five stars. Easy to use and the sound quality is solid.
R0007198,home,0,4,Five stars. Easy to use and the size is solid.
R0007199,electronics,0,4,Love it — battery life is great and it works as expected.
R0007200,fitness,1,3,Average. The comfort meets the basics.
R0007201,beauty,0,5,Love it — skin is great and it works as expected.
R0007202,fitness,0,5,Great value. Fast shipping and the durable is excellent.
R0007203,fitness,1,5,Love it — grip is great and it works as expected.
R0007204,electronics,0,4,Great value. Fast shipping and the charging is excellent.
R0007205,beauty,0,5,Great value. Fast shipping and the skin is excellent.
R0007206,home,1,4,Great value. Fast shipping and the packaging is excellent.
R0007207,electronics,1,5,Great value. Fast shipping and the battery life is excellent.
R0007208,pet,1,3,Average. The my dog meets the basics.
R0007209,beauty,1,3,Average. The hydrating meets the basics.
R0007210,fitness,0,5,Five stars. Easy to use and the comfort is solid.
R0007211,pet,1,4,Love it — training is great and it works as expected.
R0007212,fitness,1,4,Surprisingly good. The sweat exceeded my expectations.
R0007213,beauty,1,1,Not worth it. The skin failed after a week.
R0007214,beauty,1,5,Great value. Fast shipping and the irritation is excellent.
R0007215,fitness,0,3,It’s okay. The durable is fine but nothing special.
R0007216,home,0,5,Love it — packaging is great and it works as expected.
R0007217,home,1,3,Decent overall. The quality could be better.
R0007218,home,0,3,Average. The quality meets the basics.
R0007219,beauty,1,5,Love it — irritation is great and it works as expected.
R0007220,home,1,4,Love it — quality is great and it works as expected.
R0007221,electronics,1,5,Love it — battery life is great and it works as expected.
R0007222,beauty,1,4,Love it — value is great and it works as expected.
R0007223,electronics,0,4,Great value. Fast shipping and the battery life is excellent.
R0007224,home,1,4,Five stars. Easy to use and the packaging is solid.
R0007225,electronics,1,3,Average. The battery life meets the basics.
R0007226,home,1,5,Five stars. Easy to use and the quality is solid.
R0007227,home,1,5,Five stars. Easy to use and the size is solid.
R0007228,home,1,5,Five stars. Easy to use and the packaging is solid.
R0007229,electronics,0,4,Surprisingly good. The battery life exceeded my expectations.
R0007230,home,1,5,Five stars. Easy to use and the instructions is solid.
R0007231,electronics,1,3,It’s okay. The sound quality is fine but nothing special.
R0007232,home,1,3,It’s okay. The size is fine but nothing special.
R0007233,fitness,1,1,One star. The grip was misleading in the description.
R0007234,fitness,1,1,Poor quality. The comfort is frustrating to deal with.
R0007235,home,1,4,Love it — quality is great and it works as expected.
R0007236,beauty,0,3,Average. The hydrating meets the basics.
R0007237,home,0,5,Great value. Fast shipping and the instructions is excellent.
R0007238,pet,1,4,Love it — ingredients is great and it works as expected.
R0007239,beauty,1,3,It’s okay. The skin is fine but nothing special.
R0007240,fitness,1,4,Great value. Fast shipping and the grip is excellent.
R0007241,electronics,1,1,Disappointed — the screen is not good and support was unhelpful.
R0007242,electronics,0,4,Great value. Fast shipping and the sound quality is excellent.
R0007243,electronics,1,4,Surprisingly good. The bluetooth exceeded my expectations.
R0007244,pet,1,1,Disappointed — the training is not good and support was unhelpful.
R0007245,beauty,1,2,Disappointed — the scent is not good and support was unhelpful.
R0007246,pet,1,1,Disappointed — the my cat is not good and support was unhelpful.
R0007247,pet,1,4,Love it — smell is great and it works as expected.
R0007248,fitness,0,4,Love it — grip is great and it works as expected.
R0007249,pet,1,4,Five stars. Easy to use and the training is solid.
R0007250,beauty,1,1,Disappointed — the texture is not good and support was unhelpful.
R0007251,pet,1,5,Great value. Fast shipping and the training is excellent.
R0007252,beauty,1,4,Great value. Fast shipping and the scent is excellent.
R0007253,beauty,1,3,It’s okay. The irritation is fine but nothing special.
R0007254,home,1,5,Love it — assembly is great and it works as expected.
